screen_size,memory_gb,storage_gb,cpu_cores,cpu_frequency,gpu_score,main_camera_mp,front_camera_mp,camera_count,battery_mah,fast_charging_w,brand,has_5g,waterproof,wireless_charging,price_category
6.6529149322154835,16,256,8,2.344882350227828,44579.19075422915,48,16,5,3850,33,Sony,1,0,0,Premium
5.5864215433961295,4,512,8,2.0978190530339207,37738.10634183244,12,16,5,5616,65,OnePlus,0,1,1,Mid-range
5.115117520033289,6,1024,8,3.04278585586162,33490.05606414977,108,8,3,3953,120,Apple,0,1,0,Flagship
5.852182950093882,6,64,6,3.048655672287487,43572.283166940135,48,8,2,4445,65,OnePlus,0,1,1,Premium
5.473370387364158,4,1024,6,2.7914536738164797,3208.068727132035,64,16,3,4881,65,Sony,1,0,0,Premium
5.022707289534838,12,128,4,2.9519064926273706,42969.264027591,64,8,4,4996,120,Google,0,0,1,Flagship
5.571424172563722,4,1024,6,2.9229529486374277,50912.1567985119,64,8,5,5933,18,Huawei,1,0,1,Premium
6.107708568802641,12,64,6,2.0327016046729542,57783.59152289079,12,12,4,4396,33,Google,0,1,0,Premium
5.090892760682916,12,128,6,2.4379194538999984,20943.010818552782,108,32,3,5745,120,Samsung,1,1,0,Flagship
6.948789615332333,8,64,4,2.233338662800859,65680.12821828337,108,8,5,5799,18,OnePlus,1,0,0,Premium
6.881063654270767,8,1024,8,3.0868471725697835,25365.384649803487,108,8,3,5193,120,Sony,0,0,0,Flagship
6.499156599952144,4,256,8,2.596714056832047,53791.698403211776,12,12,2,3510,18,OnePlus,1,0,1,Mid-range
6.383428794337824,16,1024,6,3.0784320531607,81922.85887803268,48,12,4,4168,18,Google,0,1,0,Flagship
6.908102054517444,16,512,6,3.0295089344708694,62021.07888423073,108,32,3,5142,120,Sony,1,1,1,Flagship
5.952421393578028,8,256,6,2.9930541004459563,91214.95849763975,48,16,2,5448,120,Sony,0,0,0,Flagship
6.569336527888619,6,256,8,3.064411482147277,85106.81684886408,108,32,3,5853,33,Samsung,1,1,0,Flagship
5.874949844047459,6,512,4,2.5195852848237354,40265.710079145014,64,12,4,5128,18,OnePlus,1,1,1,Premium
6.684182830037419,4,512,4,3.172045605399668,76688.91281728272,12,12,2,5173,65,Huawei,1,0,0,Premium
6.07452683342814,8,512,4,3.0555037738684168,91101.85217242944,48,8,3,4028,33,Xiaomi,1,0,1,Premium
5.177405067514111,4,1024,4,2.2983880779807806,43612.79984932684,48,12,2,4101,33,OnePlus,0,0,1,Mid-range
6.598820797818085,4,256,8,2.328200351338902,53630.1395525462,108,16,4,3638,120,Google,1,1,1,Premium
5.737827279139545,6,1024,6,1.851356484046837,34495.36412664625,108,16,4,4026,65,Sony,1,0,0,Premium
5.0609443054671885,6,128,6,2.5456641730370326,33789.883060415625,12,32,3,4062,18,Apple,0,1,1,Premium
6.070671128031047,4,64,4,2.631029434975668,31909.162324258574,108,12,4,3232,18,Samsung,0,1,0,Premium
6.473644950789826,4,512,8,2.330281676331805,64229.085303896536,108,12,4,4975,65,OnePlus,1,0,0,Premium
5.474453583471989,16,512,6,2.0611938336718283,44212.44105734617,48,12,4,5870,18,Sony,0,0,0,Premium
5.820793653979323,12,128,8,3.0117099762515727,38464.57338863335,108,12,4,5621,18,Samsung,0,0,1,Flagship
5.953238968252824,16,512,4,2.061861247980533,65107.82451651512,48,32,4,3723,18,Xiaomi,0,1,0,Mid-range
6.414460191288889,16,256,8,2.4735961425967448,36963.27784395682,48,32,3,3260,65,Samsung,1,1,0,Premium
6.369143095759666,12,64,8,2.754103811113501,50947.97342632828,12,8,4,5958,120,Google,0,0,1,Flagship
5.213398500226872,16,512,6,1.9740161128797626,53394.58568780748,108,16,4,5560,120,Google,1,1,0,Flagship
5.279544753252579,4,1024,6,2.919351983287322,51787.87838291299,64,8,2,5052,65,Huawei,1,1,1,Premium
5.717660968247005,16,128,4,2.7561748887839856,85447.55973955191,108,16,2,5469,18,Sony,0,0,0,Flagship
5.464425390293634,4,128,6,1.8932667573471438,42032.53219646103,108,16,4,4970,33,Google,0,0,0,Mid-range
5.669811229314172,12,1024,4,2.54684552876685,53637.3251011699,48,8,2,3950,18,Google,1,1,1,Premium
6.524917371481381,8,128,4,1.944082443041803,54964.41172600672,12,16,4,5275,18,Xiaomi,1,0,0,Mid-range
6.079721274225673,16,512,4,2.8080511511645043,77718.06642582198,108,12,4,5116,120,Huawei,1,1,1,Premium
6.1667835895322405,6,256,6,2.620721764823516,70172.05899697672,48,12,2,4639,120,Huawei,1,1,1,Premium
6.837501044521493,16,1024,8,2.013554660079966,87640.48992950068,48,16,2,5826,65,Apple,1,0,0,Flagship
5.331041020734579,12,64,4,3.0178549068869795,76908.40092309956,64,16,5,4934,18,Sony,0,0,0,Premium
5.411159616751275,4,1024,6,2.266898840367602,67044.92978060537,64,12,3,3474,33,Huawei,0,1,0,Mid-range
5.0656933404868765,8,256,6,2.0469417811087127,3585.2525204373887,64,32,3,4879,18,Apple,0,0,0,Premium
6.26452857583906,12,128,4,2.521243155369538,49259.28172561764,108,12,3,5523,65,OnePlus,1,0,0,Premium
6.190770034640088,16,256,8,2.9196948309039774,58588.96490767339,48,32,3,5332,18,OnePlus,0,1,1,Premium
6.129682266525233,6,64,6,2.7996828797057596,98596.95457307938,12,12,3,4701,65,Sony,1,0,1,Premium
6.723571242027035,8,128,6,3.056402573746438,88994.6519120246,48,32,2,5134,65,Xiaomi,1,1,0,Premium
6.317847883820303,4,64,8,2.155443989660626,50511.42672818867,108,12,2,5626,65,Apple,1,0,1,Flagship
5.19888278551869,8,512,4,1.997514588288799,21782.989391884345,48,16,4,3943,33,Sony,1,0,0,Mid-range
5.415772510292054,8,1024,8,2.616258185357569,68480.54038413802,64,8,5,3745,65,Samsung,0,0,0,Flagship
5.5361272816457525,16,1024,6,2.8833683324818766,46301.95727114022,12,12,2,5987,65,Xiaomi,1,1,1,Premium
5.280226351532905,6,256,6,2.45949163377134,48714.14625779004,12,12,2,5599,33,OnePlus,0,0,0,Mid-range
5.278712148145648,8,512,6,2.5359662552237605,23145.868829874318,12,12,4,3804,65,Google,1,1,0,Premium
6.630108856804914,4,128,4,2.3673473232387643,86219.00532663887,12,12,3,5074,18,Sony,1,0,1,Premium
5.5014613211231955,16,64,4,2.0455197900728295,49583.02478669727,12,8,3,3701,33,Google,1,1,1,Premium
6.917254354626441,4,256,4,2.6444129532529437,37769.64394016103,108,16,5,5723,18,Huawei,0,1,0,Mid-range
6.898613594115531,16,64,6,1.8436563890857987,21866.778063035556,108,16,4,3364,65,Samsung,0,1,1,Premium
5.213196506267543,4,64,4,2.493687842688678,37460.65884424465,64,16,4,4252,120,Xiaomi,0,1,1,Mid-range
6.180461333738174,8,1024,8,3.08423900564714,86248.97115993858,12,8,3,4520,65,Xiaomi,1,1,1,Premium
6.516784827891363,16,64,8,2.813744660982394,50794.83391820855,48,8,5,3488,18,Samsung,0,1,1,Flagship
6.176527513939862,4,128,4,2.462494165313867,50226.96957952438,64,12,4,3628,65,Apple,0,1,1,Flagship
6.9421164903307355,16,128,8,3.0068597113850393,40690.99635191893,48,16,2,4182,120,Huawei,1,1,0,Premium
5.153906403258418,16,256,6,2.814673480140266,67730.34825138109,108,16,4,5544,120,OnePlus,1,0,0,Flagship
6.251782752874018,16,128,6,2.3845085176390493,55123.229168676495,64,16,2,4297,120,Huawei,0,0,1,Premium
5.70142363090342,4,1024,6,2.4718258684254724,49602.3677942227,12,32,5,4771,65,Apple,1,1,0,Flagship
5.672740927656844,12,1024,4,2.134288004075623,43992.790238227426,48,12,5,3145,33,OnePlus,0,1,0,Mid-range
6.820678204115069,4,64,4,2.7515061957702978,33904.2616667935,108,16,3,4828,18,OnePlus,0,1,1,Premium
6.964661030160164,8,1024,6,2.0338475245289054,53329.04416426112,12,16,2,4389,33,Huawei,1,0,1,Mid-range
5.0734638748532275,6,256,6,2.921077561981825,59849.02528016298,48,16,4,5736,18,Huawei,1,1,0,Premium
5.347790498438974,6,256,6,2.4876608772160775,94713.49373968948,12,16,2,5376,120,Google,0,1,0,Flagship
6.754921725260761,8,256,4,3.0442473118165685,36681.23034409207,12,12,5,3169,18,Sony,1,0,0,Premium
6.470425309046906,6,512,8,1.8071149957452364,45290.86555590612,48,12,2,4711,18,Xiaomi,0,0,0,Mid-range
5.12303405247847,16,1024,8,2.9545533522952088,52042.57841742067,108,32,3,5087,65,OnePlus,0,0,1,Flagship
6.042520624360829,12,64,8,3.0142118813437238,66409.64362394728,12,8,3,3355,65,Huawei,1,1,0,Premium
6.7632742655407005,16,128,4,1.8409461962483828,60145.48062214596,64,12,3,5719,65,OnePlus,1,0,0,Premium
5.002240222960219,6,1024,4,2.162163662977071,63050.69387518958,108,16,3,3699,120,OnePlus,0,1,1,Premium
5.566685896531164,6,64,6,2.2786210324541605,12149.080293920728,108,16,3,5084,18,Google,1,1,1,Premium
6.54170821708198,12,256,4,2.8793780095449897,45320.18666195671,48,12,5,5257,33,Google,1,0,0,Flagship
5.8919166140206425,8,256,4,2.3370571645678706,86936.12080173937,12,16,2,5926,65,Huawei,0,1,0,Premium
5.891805412753497,6,1024,4,1.9430710675712066,51779.04545219404,12,8,4,5931,120,Samsung,0,1,1,Flagship
6.309022428562271,8,256,4,3.148531314816185,73318.27430742802,108,32,2,3020,65,OnePlus,0,1,1,Premium
6.520188156876195,16,256,8,2.37306760884106,45175.278842873406,12,16,5,3792,120,Xiaomi,1,0,1,Mid-range
5.946419813383114,12,64,4,1.9276302865686685,57041.107930285936,108,16,4,4709,33,Xiaomi,0,0,0,Mid-range
5.262489755364776,16,512,6,2.6633104403290333,48205.28611425547,48,16,2,4259,120,Xiaomi,0,1,1,Premium
5.983189093482874,16,1024,6,2.9165827408920633,78802.34430898946,64,32,2,5768,120,OnePlus,1,1,1,Flagship
5.791090167759937,8,1024,4,3.0041713560648864,30660.47713741574,12,32,2,4695,65,Google,1,1,1,Flagship
5.692033135289679,6,512,4,2.524796300738596,49045.7728771604,12,8,2,4949,18,OnePlus,1,1,1,Premium
5.644189404438671,6,128,6,2.950017019213813,52035.28145975251,108,16,2,4986,65,Google,0,1,0,Flagship
5.103942567302945,4,128,6,2.675426524299527,44519.36371504109,108,12,4,3250,65,Sony,0,1,1,Premium
6.095184752307473,6,128,8,2.7010087732751353,84719.27606330498,64,12,3,5134,120,OnePlus,0,0,0,Premium
5.438427974716088,12,1024,4,2.905577909999471,53958.21566925295,64,32,4,4989,33,Huawei,1,0,1,Premium
6.084957271438735,8,256,6,2.3645659055733645,41753.73762530276,64,8,4,4355,18,Google,0,0,1,Premium
6.485413042399962,12,1024,6,3.182709389230481,21760.780469114972,108,12,2,5994,120,Apple,1,1,0,Flagship
5.791030339698031,12,128,8,3.0609826096157624,17340.95438916033,64,12,3,3636,120,Huawei,0,1,1,Premium
6.671996127562419,4,256,6,2.8021549505549244,38544.63150902948,108,12,4,3939,33,Google,1,0,0,Premium
6.708770186739159,16,64,6,1.9363507495749732,82201.34937386759,64,8,5,3129,65,Google,0,0,0,Premium
6.938824644670575,6,256,4,1.8126425657813705,17084.469409693636,12,32,5,3300,65,Sony,0,0,1,Mid-range
5.146993494660025,6,1024,6,2.737146562043106,46730.65326595586,108,16,5,5560,18,Google,1,1,0,Flagship
6.211076315289766,16,512,4,2.8945064617830414,27096.451519292386,108,32,5,5203,65,Sony,1,1,0,Flagship
5.223839238795456,6,128,4,2.543637339201445,47381.68054460501,12,16,2,4184,18,Huawei,1,1,1,Mid-range
5.794757976928802,6,256,8,1.8243317062596716,29300.902709357346,12,12,2,4208,65,Sony,1,0,0,Mid-range
5.977693160513841,12,512,8,1.8419630258217492,72163.65633475033,48,32,4,5033,18,Apple,0,1,0,Flagship
5.887500438609142,16,128,4,2.9733614055073545,29201.881457489384,48,16,3,5161,33,Apple,1,1,0,Flagship
6.141219493277659,12,256,4,2.7653374514441857,28466.789836446686,108,12,2,4327,18,Apple,1,1,1,Flagship
5.3185748904856105,4,64,4,3.19067171230208,63368.1592188473,12,8,2,5636,65,Apple,0,1,1,Flagship
5.808280643302066,12,256,6,3.061925909423822,42715.95033024125,12,16,2,4367,33,Google,0,0,0,Premium
5.64917165980054,12,128,8,2.5888144982878423,65057.5135522794,64,32,2,4496,18,Apple,1,0,0,Flagship
5.454539254526303,6,256,8,2.0358221391998077,75383.54365086259,12,16,2,5375,120,Samsung,1,1,0,Premium
6.627532576639172,4,512,4,2.358351893255661,63954.74256298908,12,16,5,4763,65,Huawei,1,0,1,Mid-range
6.493751432271646,12,256,8,1.8255256157469064,65178.571795735304,12,32,4,3050,65,Xiaomi,0,0,1,Mid-range
5.389116646370602,16,512,4,2.198822062746692,55623.828479387514,64,8,4,4179,65,Samsung,1,1,1,Flagship
5.799810413608313,16,512,6,1.9706405306717267,61001.041980491034,48,16,2,5206,65,Sony,1,0,1,Premium
5.370456893094819,12,512,6,2.928389569685222,30633.110902727294,12,32,5,4708,33,Sony,0,0,0,Premium
6.275970411586595,16,512,4,2.911241390532723,28812.15739060112,12,8,3,5631,120,Apple,1,0,0,Flagship
5.60412100366959,8,512,8,2.734569859008059,59551.07432251292,48,16,5,4462,33,OnePlus,0,0,0,Premium
6.738519249302105,4,1024,4,2.049824351318881,28731.967089642945,64,32,4,3649,18,Google,0,0,0,Mid-range
5.993533717718339,6,256,8,2.7732023756666315,35199.06164354457,64,12,3,5684,65,Apple,0,0,0,Flagship
5.682180048948441,8,512,6,2.2721179858575886,53382.4810019818,108,32,2,3352,120,Huawei,0,1,0,Mid-range
5.453312804453976,4,512,4,2.5266837072715784,55031.421696646394,48,32,2,5475,65,OnePlus,1,1,1,Premium
6.301754738094388,12,1024,6,2.266202678281477,63899.9580155375,48,16,3,3115,120,Google,1,1,1,Flagship
6.923331471909626,16,64,8,2.550158758262314,88930.85675029531,48,12,2,5102,120,Xiaomi,0,1,1,Premium
6.962472748688608,8,1024,8,2.3590422821330312,51459.935119467154,12,12,2,4107,33,Google,1,1,0,Premium
6.72937238406708,16,512,6,2.0230256288665727,65601.56359433166,12,12,5,3480,65,Samsung,0,1,0,Premium
5.175285493527677,8,64,4,2.5136139454523776,38985.45951822726,48,32,3,3310,33,Huawei,1,0,0,Mid-range
6.984316029646625,16,512,6,2.5016141988548135,66263.88813705795,12,12,3,3593,18,Huawei,1,1,1,Premium
6.736113380214901,8,512,6,1.9132869962717531,26241.7438271587,48,16,3,4811,33,Samsung,0,1,0,Premium
5.958708880275704,4,512,8,2.4818866863465106,42939.67886548876,48,32,3,3237,18,Xiaomi,0,0,0,Mid-range
6.650401534831136,16,1024,6,1.895441233139691,51132.99849794214,108,32,5,3091,18,Sony,1,1,1,Premium
5.555505247498522,16,256,6,2.643574429380011,60593.855087134616,64,16,4,4540,65,Samsung,1,0,1,Flagship
5.969203174037729,6,1024,8,2.7730493204019746,37731.9467291812,108,32,5,3608,120,Xiaomi,0,1,0,Premium
5.465291077125362,12,512,4,2.673454170808294,43950.60627023743,108,12,4,4508,120,Sony,1,1,0,Flagship
5.708472480889549,8,512,6,2.958553053793624,67572.87019452086,48,16,3,4597,65,OnePlus,1,1,0,Premium
6.164296459559944,6,1024,4,2.2529005528760635,65243.96801584423,48,12,2,5385,18,OnePlus,1,1,0,Premium
5.219472397355007,12,256,8,2.4990673689700658,36261.68488415025,48,32,3,4587,120,Xiaomi,1,1,0,Mid-range
5.751776570291539,12,1024,6,2.349351210139864,40835.669613988495,48,8,2,3104,120,Apple,1,0,0,Flagship
6.376269412173084,12,1024,4,2.9772202111962915,93146.16426531007,48,32,4,5773,120,Apple,0,0,1,Flagship
5.901239313459516,16,256,4,2.83240727621008,37885.70153993323,12,16,2,4031,18,Apple,0,0,0,Flagship
5.144168671997347,8,64,4,2.51201100522661,34617.6955311522,108,16,5,3398,65,Sony,0,1,0,Premium
5.348218670668169,16,1024,6,2.962748238966776,4562.281671481294,108,32,3,4573,65,Xiaomi,0,0,1,Premium
6.538446295676267,4,64,6,2.734290557265,45773.27828898015,12,12,4,3189,65,Samsung,1,0,1,Premium
5.585644073401929,6,1024,4,3.0884160537071708,47651.9828169008,108,32,5,5939,33,Huawei,1,0,0,Premium
6.8561672806521,4,64,8,2.5701287166414186,27710.48346257309,108,12,5,4748,120,Huawei,1,0,1,Premium
6.984830800978941,6,64,4,2.5616232108558523,42620.41109780156,12,8,3,5708,33,Google,1,1,0,Premium
5.361189196350602,8,256,4,3.1123432930959667,57993.75903505283,64,12,4,4486,65,Sony,1,1,0,Premium
5.8268328985905224,16,1024,4,2.511704765682792,36972.86212416342,64,12,4,3022,18,Google,0,1,0,Premium
6.754276883022808,16,128,6,1.8130642677579307,66569.09031390212,12,32,5,4506,120,Samsung,1,0,0,Premium
6.110169898604573,8,256,6,2.2975383961600353,31465.73795015637,12,8,5,5979,33,Samsung,1,1,1,Premium
6.665360938694087,4,128,4,2.3151170518229183,32250.156443958,64,12,5,4124,33,Xiaomi,0,0,1,Mid-range
6.4441418764054745,8,128,4,2.728258806300689,41250.83399353179,48,32,4,5452,33,Google,1,1,1,Premium
6.588394662554169,12,64,8,3.023967458854333,85843.11821521266,12,32,3,4078,120,Xiaomi,1,1,1,Premium
6.352935874452724,6,256,8,1.832105935775259,51622.00488080043,64,8,4,4901,65,Google,1,0,1,Premium
6.569793954222935,16,512,8,2.416278597137687,41364.084227195875,64,8,3,3830,120,Apple,0,1,0,Flagship
6.533177047943287,4,512,6,2.699591279349268,32279.15091336653,12,12,5,3659,120,Sony,0,0,1,Premium
6.982252863642607,12,256,8,2.600621179718061,24933.03613756228,12,12,3,4794,18,Huawei,0,1,1,Mid-range
6.172958184377414,4,256,4,2.895614715791873,56972.88688668441,64,12,4,3921,65,OnePlus,0,1,0,Premium
5.961812001506139,16,128,4,2.7884266107296347,40264.859829814304,64,12,4,3640,120,Apple,1,1,0,Flagship
5.317816335338707,12,512,4,2.851925120440664,52836.70334285807,108,8,5,5772,33,Xiaomi,1,1,1,Premium
5.523411367471812,8,512,6,2.1493646797893087,68271.69252466499,48,8,2,3581,120,Apple,0,1,1,Flagship
5.093001172880131,6,128,8,1.9949435195646332,33936.4209863931,108,12,2,5010,65,Google,0,0,1,Premium
6.46489746367618,8,512,8,3.0349898599948846,73195.82490578611,108,32,3,4336,18,Samsung,0,1,0,Flagship
6.308349202948149,6,1024,4,2.449505481363671,42461.715491722076,12,8,5,4931,18,OnePlus,0,0,1,Premium
6.440016079326226,6,64,8,2.75725574780786,57488.72651909146,12,12,5,5090,18,Sony,1,0,0,Premium
6.225800321723899,6,64,6,2.032084356228586,50702.95762849017,48,12,5,4080,33,Samsung,1,1,1,Premium
5.920324528976879,12,512,8,2.4429358286357417,37080.71641750929,108,12,4,4091,33,Xiaomi,1,0,1,Mid-range
5.252507565585227,12,512,6,2.134314695934155,34016.15986699493,12,32,3,3880,65,Samsung,0,1,1,Premium
5.687326385218206,12,64,6,2.4969375112480066,55975.05816731373,12,16,3,4450,65,OnePlus,0,0,1,Premium
5.373446591546083,12,512,4,2.6086307122336208,34964.178998096315,12,32,4,3904,65,Sony,1,1,1,Premium
6.040381046503109,12,512,6,2.9105658906135563,66676.14678318729,64,16,3,4898,120,Google,0,1,0,Flagship
5.066767203572763,16,512,8,2.238426792744195,41444.88625906496,48,12,3,4781,65,Apple,1,0,1,Flagship
5.6393336648810894,4,1024,8,1.9714074577025176,31549.745392458357,108,12,3,4758,65,Sony,1,0,0,Premium
6.119511367276765,4,512,4,2.952141824710081,73474.53995485176,48,12,3,5692,65,OnePlus,1,0,0,Premium
6.638127027723312,6,256,4,2.4596350585059406,46692.019637129764,12,32,3,3981,65,Xiaomi,1,1,1,Mid-range
5.488679881572932,12,128,6,2.806708426295398,76119.39834654378,64,32,3,3040,65,Sony,1,1,0,Premium
6.302295169763348,4,1024,8,2.981232256969414,40218.104281621854,64,32,5,3155,65,Sony,1,0,1,Premium
5.45435911404703,8,512,6,2.517716654403074,55946.19291361685,48,16,4,3532,65,Apple,0,0,1,Flagship
6.518497466121685,12,512,4,2.8724906871494236,62694.4293712354,48,16,2,3645,65,Huawei,0,0,0,Premium
5.779518774852984,12,1024,6,2.3325607685585736,72193.99683912446,48,16,3,4530,120,Apple,0,1,1,Flagship
5.054350032181688,4,256,6,3.0750782263014815,64776.209617750064,108,8,4,5810,120,Sony,0,1,0,Flagship
6.745507679132256,16,1024,4,2.138651359562375,62307.34968026107,108,8,5,5867,18,Google,0,0,0,Flagship
5.452702988682972,4,512,8,3.064052993268782,58566.25924946993,48,12,2,4655,65,Sony,0,1,0,Premium
6.676304367103849,12,256,8,3.1936125226678342,67982.71427374984,48,8,4,3660,18,Xiaomi,0,0,1,Mid-range
5.229865994119134,16,64,4,1.8457039485639362,39641.746998924194,48,32,3,5606,65,Apple,0,1,1,Flagship
5.886760028758376,16,256,6,2.628376027228856,54820.9695421633,12,16,5,4846,65,Xiaomi,1,1,1,Mid-range
6.573500670308874,8,512,6,2.180196270651456,57064.14789015686,108,16,3,5261,18,Samsung,0,0,1,Premium
6.208143354142439,8,256,6,3.1601457672614712,49604.29369570069,12,8,2,3866,120,Google,0,1,0,Flagship
5.948576840862521,4,1024,4,1.8077081188245891,71689.59166146141,12,32,3,5665,65,Google,1,0,0,Premium
6.633364350901436,4,64,4,1.959373750867242,38449.39812984892,64,16,4,3182,18,Sony,0,1,0,Mid-range
5.089707136047137,8,1024,8,2.1846241357273275,22445.98453766295,108,32,5,5036,18,Xiaomi,0,1,0,Mid-range
6.647580768442589,12,128,4,1.802191147268062,12840.159167511913,64,12,4,5478,65,Apple,0,1,1,Flagship
5.513388456620092,12,64,8,2.727730318283098,53867.91566323481,108,32,2,3331,33,Huawei,0,0,0,Mid-range
5.825350652166794,16,64,6,2.306687987173011,33627.666407908466,64,8,3,3909,33,Huawei,1,0,0,Mid-range
5.308643130566159,8,512,6,1.9687817829651664,27125.475853586766,12,8,3,3267,65,Huawei,0,0,0,Mid-range
5.798737496789382,16,1024,6,2.5820993550305955,52171.19411553047,64,8,4,4431,18,Google,1,0,1,Flagship
6.703682473747895,12,256,4,2.185533643957586,70011.64636085957,108,32,3,4823,65,Huawei,1,1,0,Premium
6.518702051505226,8,128,8,2.6415038335203262,36587.5958184671,108,32,2,4943,65,Samsung,1,1,0,Flagship
6.291481020191225,16,64,4,3.125302207590965,54553.06565262609,48,32,4,4450,65,Sony,0,1,0,Premium
5.622434990126787,16,128,6,2.435602269674561,7681.600090580156,108,8,2,4457,18,Google,1,1,0,Premium
6.0638254130485265,16,512,6,1.8545944176048763,48232.740815893296,48,16,3,5309,65,OnePlus,0,0,1,Premium
5.260095565022278,6,1024,4,3.138286360537447,42599.779402357446,12,16,4,5693,120,Samsung,1,0,0,Flagship
5.176403407579741,8,512,4,2.3397166666316913,60579.15872785041,12,8,2,4932,33,OnePlus,1,0,0,Premium
6.677098429805657,8,128,6,2.163068856243932,9220.774459891683,64,12,2,3340,33,Sony,1,0,1,Mid-range
6.6613770210401535,12,256,4,2.6126546413911744,46562.74027073417,64,12,4,3995,65,OnePlus,0,0,1,Premium
